Day,Variable,Value,Optimal Objective Value
14,"e[0,0,22]",0.09403486454835819,18.63616113640972
14,"e[0,0,23]",0.6069318620699291,18.63616113640972
14,"y[0,0,0]",1.0,18.63616113640972
14,"y[0,0,1]",1.0,18.63616113640972
14,"y[0,0,2]",1.0,18.63616113640972
14,"y[0,0,3]",1.0,18.63616113640972
14,"y[0,0,4]",1.0,18.63616113640972
14,"y[0,0,5]",1.0,18.63616113640972
14,"y[0,0,6]",1.0,18.63616113640972
14,"y[0,0,7]",1.0,18.63616113640972
14,"y[0,0,8]",1.0,18.63616113640972
14,"y[0,0,9]",1.0,18.63616113640972
14,"y[0,0,10]",1.0,18.63616113640972
14,"y[0,0,11]",1.0,18.63616113640972
14,"y[0,0,12]",1.0,18.63616113640972
14,"y[0,0,13]",1.0,18.63616113640972
14,"y[0,0,14]",1.0,18.63616113640972
14,"y[0,0,15]",1.0,18.63616113640972
14,"y[0,0,16]",1.0,18.63616113640972
14,"y[0,0,17]",1.0,18.63616113640972
14,"y[0,0,18]",1.0,18.63616113640972
14,"y[0,0,19]",1.0,18.63616113640972
14,"y[0,0,20]",1.0,18.63616113640972
14,"y[0,0,21]",1.0,18.63616113640972
14,"y[0,0,22]",1.0,18.63616113640972
14,"y[0,0,23]",1.0,18.63616113640972
14,I[13],0.1573380951166243,18.63616113640972
14,I[15],0.20625171436981904,18.63616113640972
14,I[16],0.710912339803152,18.63616113640972
14,I[17],1.1799654358561402,18.63616113640972
14,I[18],1.5789652288902638,18.63616113640972
14,I[19],1.9000861227991834,18.63616113640972
14,I[20],1.8031233283522914,18.63616113640972
14,I[21],1.2975646664229743,18.63616113640972
14,I[22],0.5735380265934716,18.63616113640972
14,Model Status,Infeasible,N/A
15,Model Status,Infeasible,N/A
16,Model Status,Infeasible,N/A
17,Model Status,Infeasible,N/A
18,"x[0,0,15]",0.4356849820220708,17.077617064127445
18,"x[0,0,16]",0.5097235826011212,17.077617064127445
18,"x[0,0,17]",0.5914798822144649,17.077617064127445
18,"x[0,0,18]",0.6117122805522155,17.077617064127445
18,"x[0,0,19]",0.2959761832692634,17.077617064127445
18,"x[0,0,20]",0.2936223663640862,17.077617064127445
18,"x[0,0,21]",0.020485281374238384,17.077617064127445
18,"e[0,0,0]",0.3483374771439519,17.077617064127445
18,"e[0,0,1]",0.3407151753717332,17.077617064127445
18,"e[0,0,2]",0.3208344976229634,17.077617064127445
18,"e[0,0,3]",0.3147704991671272,17.077617064127445
18,"e[0,0,4]",0.3544518948615242,17.077617064127445
18,"e[0,0,5]",0.4623845495169738,17.077617064127445
18,"e[0,0,6]",0.3897083513204358,17.077617064127445
18,"e[0,0,7]",0.3363948149699111,17.077617064127445
18,"e[0,0,8]",0.3310900234540844,17.077617064127445
18,"e[0,0,9]",0.3370420536375889,17.077617064127445
18,"e[0,0,10]",0.3503386215336886,17.077617064127445
18,"e[0,0,11]",0.3478699199210833,17.077617064127445
18,"e[0,0,12]",0.3739518692830548,17.077617064127445
18,"e[0,0,13]",0.3972037256927404,17.077617064127445
18,"e[0,0,14]",0.4280933243308585,17.077617064127445
18,"e[0,0,19]",0.2686784522598155,17.077617064127445
18,"e[0,0,20]",0.29245714871185885,17.077617064127445
18,"e[0,0,21]",0.4440162863931627,17.077617064127445
18,"e[0,0,22]",0.392804805401189,17.077617064127445
18,"e[0,0,23]",0.3539196846797175,17.077617064127445
18,"y[0,0,0]",1.0,17.077617064127445
18,"y[0,0,1]",1.0,17.077617064127445
18,"y[0,0,2]",1.0,17.077617064127445
18,"y[0,0,3]",1.0,17.077617064127445
18,"y[0,0,4]",1.0,17.077617064127445
18,"y[0,0,5]",1.0,17.077617064127445
18,"y[0,0,6]",1.0,17.077617064127445
18,"y[0,0,7]",1.0,17.077617064127445
18,"y[0,0,8]",1.0,17.077617064127445
18,"y[0,0,9]",1.0,17.077617064127445
18,"y[0,0,10]",1.0,17.077617064127445
18,"y[0,0,11]",1.0,17.077617064127445
18,"y[0,0,12]",1.0,17.077617064127445
18,"y[0,0,13]",1.0,17.077617064127445
18,"y[0,0,14]",1.0,17.077617064127445
18,"y[0,0,15]",1.0,17.077617064127445
18,"y[0,0,16]",1.0,17.077617064127445
18,"y[0,0,17]",1.0,17.077617064127445
18,"y[0,0,18]",1.0,17.077617064127445
18,"y[0,0,19]",1.0,17.077617064127445
18,"y[0,0,20]",1.0,17.077617064127445
18,"y[0,0,21]",1.0,17.077617064127445
18,"y[0,0,22]",1.0,17.077617064127445
18,"y[0,0,23]",1.0,17.077617064127445
18,I[13],0.0409705627484771,17.077617064127445
18,I[14],0.10925483399593901,17.077617064127445
18,I[15],0.4643330444827409,17.077617064127445
18,I[16],0.45201054419493386,17.077617064127445
18,I[17],0.6183012469436855,17.077617064127445
18,I[18],0.4501838464634842,17.077617064127445
18,I[19],0.0979517966516239,17.077617064127445
18,Model Status,Infeasible,N/A
19,Model Status,Infeasible,N/A
20,Model Status,Infeasible,N/A
21,"x[0,0,13]",0.3845340546095176,19.84832587598732
21,"x[0,0,14]",0.4165340546095327,19.84832587598732
21,"x[0,0,15]",0.6743075767091817,19.84832587598732
21,"x[0,0,16]",0.7878332477496073,19.84832587598732
21,"x[0,0,17]",0.9267836105034906,19.84832587598732
21,"x[0,0,18]",1.02472058378317,19.84832587598732
21,"x[0,0,19]",0.9251464350058836,19.84832587598732
21,"x[0,0,20]",0.9457937190773333,19.84832587598732
21,"x[0,0,21]",0.8218462820311592,19.84832587598732
21,"x[0,0,22]",0.5495473273760695,19.84832587598732
21,"e[0,0,0]",0.6537943465475055,19.84832587598732
21,"e[0,0,1]",0.6535806716256701,19.84832587598732
21,"e[0,0,2]",0.6303281016573162,19.84832587598732
21,"e[0,0,3]",0.6119352462220969,19.84832587598732
21,"e[0,0,4]",0.6311205690065055,19.84832587598732
21,"e[0,0,5]",0.7110123853694682,19.84832587598732
21,"e[0,0,6]",0.6347182452413765,19.84832587598732
21,"e[0,0,7]",0.5775877314833029,19.84832587598732
21,"e[0,0,8]",0.5502421346019282,19.84832587598732
21,"e[0,0,9]",0.5386112468620509,19.84832587598732
21,"e[0,0,10]",0.5785764543199705,19.84832587598732
21,"e[0,0,11]",0.5349817190405417,19.84832587598732
21,"e[0,0,12]",0.5449830641906943,19.84832587598732
21,"e[0,0,13]",0.17958182468131423,19.84832587598732
21,"e[0,0,14]",0.1995074243179759,19.84832587598732
21,"e[0,0,18]",2.220446049250313e-16,19.84832587598732
21,"e[0,0,22]",0.1700602286256735,19.84832587598732
21,"e[0,0,23]",0.6679923942299959,19.84832587598732
21,"y[0,0,0]",1.0,19.84832587598732
21,"y[0,0,1]",1.0,19.84832587598732
21,"y[0,0,2]",1.0,19.84832587598732
21,"y[0,0,3]",1.0,19.84832587598732
21,"y[0,0,4]",1.0,19.84832587598732
21,"y[0,0,5]",1.0,19.84832587598732
21,"y[0,0,6]",1.0,19.84832587598732
21,"y[0,0,7]",1.0,19.84832587598732
21,"y[0,0,8]",1.0,19.84832587598732
21,"y[0,0,9]",1.0,19.84832587598732
21,"y[0,0,10]",1.0,19.84832587598732
21,"y[0,0,11]",1.0,19.84832587598732
21,"y[0,0,12]",1.0,19.84832587598732
21,"y[0,0,13]",1.0,19.84832587598732
21,"y[0,0,14]",1.0,19.84832587598732
21,"y[0,0,15]",1.0,19.84832587598732
21,"y[0,0,16]",1.0,19.84832587598732
21,"y[0,0,17]",1.0,19.84832587598732
21,"y[0,0,18]",1.0,19.84832587598732
21,"y[0,0,19]",1.0,19.84832587598732
21,"y[0,0,20]",1.0,19.84832587598732
21,"y[0,0,21]",1.0,19.84832587598732
21,"y[0,0,22]",1.0,19.84832587598732
21,"y[0,0,23]",1.0,19.84832587598732
21,I[13],0.1796812408671319,19.84832587598732
21,I[16],0.21338794950780804,19.84832587598732
21,I[17],0.2313091024782512,19.84832587598732
21,I[18],1.0315288095050898,19.84832587598732
21,I[19],1.4295760452400654,19.84832587598732
21,I[20],1.5988988731549938,19.84832587598732
21,I[21],1.2962809110350206,19.84832587598732
21,I[22],0.5495473273760695,19.84832587598732
21,Model Status,Infeasible,N/A
22,Model Status,Infeasible,N/A
23,Model Status,Infeasible,N/A
24,"x[0,0,13]",0.11598916461320757,13.106694545593877
24,"x[0,0,15]",0.3458101086918849,13.106694545593877
24,"x[0,0,16]",0.4247804723723756,13.106694545593877
24,"x[0,0,17]",0.5165525527582238,13.106694545593877
24,"x[0,0,18]",0.5828221369402589,13.106694545593877
24,"x[0,0,19]",0.5132498922811544,13.106694545593877
24,"x[0,0,20]",0.1160832611206852,13.106694545593877
24,"x[0,0,21]",0.02731370849898479,13.106694545593877
24,"e[0,0,0]",0.2690752562617972,13.106694545593877
24,"e[0,0,1]",0.2691989458213707,13.106694545593877
24,"e[0,0,2]",0.265693748904935,13.106694545593877
24,"e[0,0,3]",0.2500414954234547,13.106694545593877
24,"e[0,0,4]",0.2823484025335144,13.106694545593877
24,"e[0,0,5]",0.3785921219365504,13.106694545593877
24,"e[0,0,6]",0.3097267407063321,13.106694545593877
24,"e[0,0,7]",0.2562904498079817,13.106694545593877
24,"e[0,0,8]",0.2534070034776223,13.106694545593877
24,"e[0,0,9]",0.2537096938414271,13.106694545593877
24,"e[0,0,10]",0.3010429521965668,13.106694545593877
24,"e[0,0,11]",0.2795462974276083,13.106694545593877
24,"e[0,0,12]",0.290564946938784,13.106694545593877
24,"e[0,0,13]",0.1830197311294559,13.106694545593877
24,"e[0,0,14]",0.3275344173314623,13.106694545593877
24,"e[0,0,20]",0.4129205474102986,13.106694545593877
24,"e[0,0,21]",0.3865431420425494,13.106694545593877
24,"e[0,0,22]",0.3238272586802579,13.106694545593877
24,"e[0,0,23]",0.2856599664742925,13.106694545593877
24,"y[0,0,0]",1.0,13.106694545593877
24,"y[0,0,1]",1.0,13.106694545593877
24,"y[0,0,2]",1.0,13.106694545593877
24,"y[0,0,3]",1.0,13.106694545593877
24,"y[0,0,4]",1.0,13.106694545593877
24,"y[0,0,5]",1.0,13.106694545593877
24,"y[0,0,6]",1.0,13.106694545593877
24,"y[0,0,7]",1.0,13.106694545593877
24,"y[0,0,8]",1.0,13.106694545593877
24,"y[0,0,9]",1.0,13.106694545593877
24,"y[0,0,10]",1.0,13.106694545593877
24,"y[0,0,11]",1.0,13.106694545593877
24,"y[0,0,12]",1.0,13.106694545593877
24,"y[0,0,13]",1.0,13.106694545593877
24,"y[0,0,14]",1.0,13.106694545593877
24,"y[0,0,15]",1.0,13.106694545593877
24,"y[0,0,16]",1.0,13.106694545593877
24,"y[0,0,17]",1.0,13.106694545593877
24,"y[0,0,18]",1.0,13.106694545593877
24,"y[0,0,19]",1.0,13.106694545593877
24,"y[0,0,20]",1.0,13.106694545593877
24,"y[0,0,21]",1.0,13.106694545593877
24,"y[0,0,22]",1.0,13.106694545593877
24,"y[0,0,23]",1.0,13.106694545593877
24,I[13],0.1229116882454314,13.106694545593877
24,I[14],0.1708047746261323,13.106694545593877
24,I[15],0.519054557988188,13.106694545593877
24,I[16],0.5829500767810744,13.106694545593877
24,I[17],0.48593410639651585,13.106694545593877
24,I[18],0.2834892013766167,13.106694545593877
24,I[19],0.11037269192112914,13.106694545593877
24,Model Status,Infeasible,N/A
25,Model Status,Infeasible,N/A
26,Model Status,Infeasible,N/A
27,Model Status,Infeasible,N/A
28,Model Status,Infeasible,N/A
29,Model Status,Infeasible,N/A
30,Model Status,Infeasible,N/A
31,Model Status,Infeasible,N/A
32,Model Status,Infeasible,N/A
33,Model Status,Infeasible,N/A
34,Model Status,Infeasible,N/A
35,Model Status,Infeasible,N/A
36,Model Status,Infeasible,N/A
37,Model Status,Infeasible,N/A
38,"x[0,0,15]",0.4255718742949048,18.961982436046128
38,"x[0,0,16]",0.5101817437069309,18.961982436046128
38,"x[0,0,17]",0.591839012887508,18.961982436046128
38,"x[0,0,18]",0.6413014526787588,18.961982436046128
38,"x[0,0,19]",0.4259082238354499,18.961982436046128
38,"x[0,0,20]",0.28679393923934,18.961982436046128
38,"x[0,0,21]",0.0204852813742385,18.961982436046128
38,"e[0,0,0]",0.3191317052476827,18.961982436046128
38,"e[0,0,1]",0.3808285961470616,18.961982436046128
38,"e[0,0,2]",0.4192248985061861,18.961982436046128
38,"e[0,0,3]",0.413732765131649,18.961982436046128
38,"e[0,0,4]",0.4251794096610722,18.961982436046128
38,"e[0,0,5]",0.5348489358568691,18.961982436046128
38,"e[0,0,6]",0.4494708709390431,18.961982436046128
38,"e[0,0,7]",0.3961550934119799,18.961982436046128
38,"e[0,0,8]",0.3892965785010931,18.961982436046128
38,"e[0,0,9]",0.388133230927711,18.961982436046128
38,"e[0,0,10]",0.4264144331529916,18.961982436046128
38,"e[0,0,11]",0.3829276280158131,18.961982436046128
38,"e[0,0,12]",0.3693987271515319,18.961982436046128
38,"e[0,0,13]",0.3905786668536026,18.961982436046128
38,"e[0,0,14]",0.4182213691333852,18.961982436046128
38,"e[0,0,19]",0.17759161876259177,18.961982436046128
38,"e[0,0,20]",0.393012035579323,18.961982436046128
38,"e[0,0,21]",0.5216274102908263,18.961982436046128
38,"e[0,0,22]",0.4541967368927123,18.961982436046128
38,"e[0,0,23]",0.4312134441428864,18.961982436046128
38,"y[0,0,0]",1.0,18.961982436046128
38,"y[0,0,1]",1.0,18.961982436046128
38,"y[0,0,2]",1.0,18.961982436046128
38,"y[0,0,3]",1.0,18.961982436046128
38,"y[0,0,4]",1.0,18.961982436046128
38,"y[0,0,5]",1.0,18.961982436046128
38,"y[0,0,6]",1.0,18.961982436046128
38,"y[0,0,7]",1.0,18.961982436046128
38,"y[0,0,8]",1.0,18.961982436046128
38,"y[0,0,9]",1.0,18.961982436046128
38,"y[0,0,10]",1.0,18.961982436046128
38,"y[0,0,11]",1.0,18.961982436046128
38,"y[0,0,12]",1.0,18.961982436046128
38,"y[0,0,13]",1.0,18.961982436046128
38,"y[0,0,14]",1.0,18.961982436046128
38,"y[0,0,15]",1.0,18.961982436046128
38,"y[0,0,16]",1.0,18.961982436046128
38,"y[0,0,17]",1.0,18.961982436046128
38,"y[0,0,18]",1.0,18.961982436046128
38,"y[0,0,19]",1.0,18.961982436046128
38,"y[0,0,20]",1.0,18.961982436046128
38,"y[0,0,21]",1.0,18.961982436046128
38,"y[0,0,22]",1.0,18.961982436046128
38,"y[0,0,23]",1.0,18.961982436046128
38,I[13],0.0955979797464466,18.961982436046128
38,I[14],0.3687350647362943,18.961982436046128
38,I[15],0.8808670990922587,18.961982436046128
38,I[16],0.9127998421553487,18.961982436046128
38,I[17],1.0718039566735444,18.961982436046128
38,I[18],0.6643324761541836,18.961982436046128
38,I[19],0.3781092339622266,18.961982436046128
38,Model Status,Infeasible,N/A
39,Model Status,Infeasible,N/A
40,"x[0,0,15]",0.3983365764429664,17.991371163267434
40,"x[0,0,16]",0.4678851330305306,17.991371163267434
40,"x[0,0,17]",0.5394345927486901,17.991371163267434
40,"x[0,0,18]",0.5941084091246208,17.991371163267434
40,"x[0,0,19]",0.17167511432248006,17.991371163267434
40,"x[0,0,20]",0.14738653334051988,17.991371163267434
40,"x[0,0,21]",0.4688287621361297,17.991371163267434
40,"e[0,0,0]",0.3514031781413735,17.991371163267434
40,"e[0,0,1]",0.4224700313421905,17.991371163267434
40,"e[0,0,2]",0.4420277366830566,17.991371163267434
40,"e[0,0,3]",0.4179887500858674,17.991371163267434
40,"e[0,0,4]",0.4262998158593845,17.991371163267434
40,"e[0,0,5]",0.5296303368925512,17.991371163267434
40,"e[0,0,6]",0.4516882997559323,17.991371163267434
40,"e[0,0,7]",0.3901497034588516,17.991371163267434
40,"e[0,0,8]",0.3746130079292339,17.991371163267434
40,"e[0,0,9]",0.3736457443939536,17.991371163267434
40,"e[0,0,10]",0.4134010010970907,17.991371163267434
40,"e[0,0,11]",0.3646497902699471,17.991371163267434
40,"e[0,0,12]",0.3477668974498732,17.991371163267434
40,"e[0,0,13]",0.3671816889388379,17.991371163267434
40,"e[0,0,14]",0.3874939393289254,17.991371163267434
40,"e[0,0,19]",0.3992197187704133,17.991371163267434
40,"e[0,0,20]",0.47542799475042197,17.991371163267434
40,"e[0,0,22]",0.3941904648250745,17.991371163267434
40,"e[0,0,23]",0.3846270841271924,17.991371163267434
40,"y[0,0,0]",1.0,17.991371163267434
40,"y[0,0,1]",1.0,17.991371163267434
40,"y[0,0,2]",1.0,17.991371163267434
40,"y[0,0,3]",1.0,17.991371163267434
40,"y[0,0,4]",1.0,17.991371163267434
40,"y[0,0,5]",1.0,17.991371163267434
40,"y[0,0,6]",1.0,17.991371163267434
40,"y[0,0,7]",1.0,17.991371163267434
40,"y[0,0,8]",1.0,17.991371163267434
40,"y[0,0,9]",1.0,17.991371163267434
40,"y[0,0,10]",1.0,17.991371163267434
40,"y[0,0,11]",1.0,17.991371163267434
40,"y[0,0,12]",1.0,17.991371163267434
40,"y[0,0,13]",1.0,17.991371163267434
40,"y[0,0,14]",1.0,17.991371163267434
40,"y[0,0,15]",1.0,17.991371163267434
40,"y[0,0,16]",1.0,17.991371163267434
40,"y[0,0,17]",1.0,17.991371163267434
40,"y[0,0,18]",1.0,17.991371163267434
40,"y[0,0,19]",1.0,17.991371163267434
40,"y[0,0,20]",1.0,17.991371163267434
40,"y[0,0,21]",1.0,17.991371163267434
40,"y[0,0,22]",1.0,17.991371163267434
40,"y[0,0,23]",1.0,17.991371163267434
40,I[13],0.1638822509939085,17.991371163267434
40,I[14],0.3687350647362942,17.991371163267434
40,I[15],0.7306417023478423,17.991371163267434
40,I[16],0.6054422108947235,17.991371163267434
40,I[17],0.9228261972100048,17.991371163267434
40,I[18],0.5336170012057304,17.991371163267434
40,I[19],0.06242028032654107,17.991371163267434
40,I[21],0.19403482289678964,17.991371163267434
40,Model Status,Infeasible,N/A
41,Model Status,Infeasible,N/A
42,Model Status,Infeasible,N/A
43,Model Status,Infeasible,N/A
44,Model Status,Infeasible,N/A
45,Model Status,Infeasible,N/A
46,Model Status,Infeasible,N/A
47,Model Status,Infeasible,N/A
48,Model Status,Infeasible,N/A
49,Model Status,Infeasible,N/A
50,Model Status,Infeasible,N/A
51,Model Status,Infeasible,N/A
52,Model Status,Infeasible,N/A
53,Model Status,Infeasible,N/A
54,Model Status,Infeasible,N/A
55,Model Status,Infeasible,N/A
56,Model Status,Infeasible,N/A
57,Model Status,Infeasible,N/A
58,Model Status,Infeasible,N/A
59,Model Status,Infeasible,N/A
60,Model Status,Infeasible,N/A
61,Model Status,Infeasible,N/A
62,Model Status,Infeasible,N/A
63,Model Status,Infeasible,N/A
64,Model Status,Infeasible,N/A
65,Model Status,Infeasible,N/A
66,Model Status,Infeasible,N/A
67,Model Status,Infeasible,N/A
68,Model Status,Infeasible,N/A
69,Model Status,Infeasible,N/A
70,Model Status,Infeasible,N/A
71,Model Status,Infeasible,N/A
72,Model Status,Infeasible,N/A
73,"x[0,0,11]",0.06591198059402124,14.16333630116533
73,"x[0,0,12]",0.3732141805229585,14.16333630116533
73,"x[0,0,13]",0.4404554837137622,14.16333630116533
73,"x[0,0,14]",0.4935431197938705,14.16333630116533
73,"x[0,0,15]",0.5729769659280521,14.16333630116533
73,"x[0,0,16]",0.6535860140411198,14.16333630116533
73,"x[0,0,17]",0.6690418913992895,14.16333630116533
73,"x[0,0,18]",0.6930152112575325,14.16333630116533
73,"x[0,0,19]",0.7948938941089575,14.16333630116533
73,"x[0,0,20]",0.5069069989444952,14.16333630116533
73,"x[0,0,21]",0.7462615252525115,14.16333630116533
73,"x[0,0,22]",0.19522288956994988,14.16333630116533
73,"e[0,0,0]",0.4344066219544642,14.16333630116533
73,"e[0,0,1]",0.4456303584063299,14.16333630116533
73,"e[0,0,2]",0.5986208036162549,14.16333630116533
73,"e[0,0,3]",0.5233481121549158,14.16333630116533
73,"e[0,0,4]",0.5289901466420793,14.16333630116533
73,"e[0,0,5]",0.5945951823709135,14.16333630116533
73,"e[0,0,6]",0.4594232803153077,14.16333630116533
